ano,unidade_geografica,nivel_geografico,localizacao,dependencia,taxa_aprovacao,taxa_reprovacao,taxa_abandono
2022,Rio Grande do Norte,UF,Urbana,Pública,73.0,15.8,11.2
2022,Rio Grande do Norte,UF,Rural,Pública,74.5,10.7,14.8
2022,Paraíba,UF,Total,Total,84.5,6.1,9.4
2022,Paraíba,UF,Urbana,Total,84.5,6.1,9.4
2022,Paraíba,UF,Rural,Total,84.6,5.1,10.3
2022,Paraíba,UF,Total,Federal,91.7,6.7,1.6
2022,Paraíba,UF,Urbana,Federal,91.7,6.8,1.5
2022,Paraíba,UF,Rural,Federal,91.7,5.0,3.3
2022,Paraíba,UF,Total,Estadual,82.1,6.7,11.2
2022,Paraíba,UF,Urbana,Estadual,82.0,6.7,11.3
2022,Paraíba,UF,Rural,Estadual,84.2,5.2,10.6
2022,Paraíba,UF,Total,Municipal,80.4,1.5,18.1
2022,Paraíba,UF,Urbana,Municipal,62.9,3.1,34.0
2022,Paraíba,UF,Rural,Municipal,97.9,0.0,2.1
2022,Paraíba,UF,Total,Privada,97.7,1.7,0.6
2022,Paraíba,UF,Urbana,Privada,97.7,1.7,0.6
2022,Paraíba,UF,Rural,Privada,,,
2022,Paraíba,UF,Total,Pública,82.7,6.7,10.6
2022,Paraíba,UF,Urbana,Pública,82.6,6.7,10.7
2022,Paraíba,UF,Rural,Pública,84.6,5.1,10.3
2022,Pernambuco,UF,Total,Total,93.8,4.7,1.5
2022,Pernambuco,UF,Urbana,Total,94.1,4.6,1.3
2022,Pernambuco,UF,Rural,Total,89.7,6.8,3.5
2022,Pernambuco,UF,Total,Federal,79.1,16.8,4.1
2022,Pernambuco,UF,Urbana,Federal,76.9,18.5,4.6
2022,Pernambuco,UF,Rural,Federal,85.4,11.7,2.9
2022,Pernambuco,UF,Total,Estadual,93.8,4.7,1.5
2022,Pernambuco,UF,Urbana,Estadual,94.1,4.6,1.3
2022,Pernambuco,UF,Rural,Estadual,90.0,6.4,3.6
2022,Pernambuco,UF,Total,Municipal,97.4,1.6,1.0
2022,Pernambuco,UF,Urbana,Municipal,,,
2022,Pernambuco,UF,Rural,Municipal,97.4,1.6,1.0
2022,Pernambuco,UF,Total,Privada,97.2,2.2,0.6
2022,Pernambuco,UF,Urbana,Privada,97.2,2.2,0.6
2022,Pernambuco,UF,Rural,Privada,97.3,2.4,0.3
2022,Pernambuco,UF,Total,Pública,93.4,5.0,1.6
2022,Pernambuco,UF,Urbana,Pública,93.7,4.9,1.4
2022,Pernambuco,UF,Rural,Pública,89.7,6.8,3.5
2022,Alagoas,UF,Total,Total,86.3,7.0,6.7
2022,Alagoas,UF,Urbana,Total,86.4,7.0,6.6
2022,Alagoas,UF,Rural,Total,86.0,7.1,6.9
2022,Alagoas,UF,Total,Federal,83.4,11.4,5.2
2022,Alagoas,UF,Urbana,Federal,83.4,11.4,5.2
2022,Alagoas,UF,Total,Estadual,85.0,7.4,7.6
2022,Alagoas,UF,Urbana,Estadual,84.9,7.4,7.7
2022,Alagoas,UF,Rural,Estadual,86.0,7.2,6.8
2022,Alagoas,UF,Total,Municipal,,,
2022,Alagoas,UF,Urbana,Municipal,,,
2022,Alagoas,UF,Rural,Municipal,,,
2022,Alagoas,UF,Total,Privada,96.9,2.6,0.5
2022,Alagoas,UF,Urbana,Privada,96.9,2.6,0.5
2022,Alagoas,UF,Rural,Privada,96.6,0.0,3.4
2022,Alagoas,UF,Total,Pública,84.9,7.6,7.5
2022,Alagoas,UF,Urbana,Pública,84.8,7.6,7.6
2022,Alagoas,UF,Rural,Pública,86.0,7.2,6.8
2022,Sergipe,UF,Total,Total,84.9,10.5,4.6
2022,Sergipe,UF,Urbana,Total,85.0,10.5,4.5
2022,Sergipe,UF,Rural,Total,83.9,9.3,6.8
2022,Sergipe,UF,Total,Federal,87.0,12.3,0.7
2022,Sergipe,UF,Urbana,Federal,85.6,13.8,0.6
2022,Sergipe,UF,Rural,Federal,89.2,9.8,1.0
2022,Sergipe,UF,Total,Estadual,82.7,11.8,5.5
2022,Sergipe,UF,Urbana,Estadual,82.7,12.0,5.3
2022,Sergipe,UF,Rural,Estadual,82.6,9.2,8.2
2022,Sergipe,UF,Total,Municipal,,,
2022,Sergipe,UF,Urbana,Municipal,,,
2022,Sergipe,UF,Rural,Municipal,,,
2022,Sergipe,UF,Total,Privada,97.5,2.2,0.3
2022,Sergipe,UF,Urbana,Privada,97.5,2.2,0.3
2022,Sergipe,UF,Rural,Privada,,,
2022,Sergipe,UF,Total,Pública,82.8,11.9,5.3
2022,Sergipe,UF,Urbana,Pública,82.7,12.0,5.3
2022,Sergipe,UF,Rural,Pública,83.9,9.3,6.8
2022,Bahia,UF,Total,Total,73.2,15.1,11.7
2022,Bahia,UF,Urbana,Total,72.9,15.5,11.6
2022,Bahia,UF,Rural,Total,76.5,10.0,13.5
2022,Bahia,UF,Total,Federal,88.8,7.9,3.3
2022,Bahia,UF,Urbana,Federal,87.8,8.7,3.5
2022,Bahia,UF,Rural,Federal,94.4,3.7,1.9
2022,Bahia,UF,Total,Estadual,70.4,16.6,13.0
2022,Bahia,UF,Urbana,Estadual,70.1,17.0,12.9
2022,Bahia,UF,Rural,Estadual,74.0,11.2,14.8
2022,Bahia,UF,Total,Municipal,81.4,3.7,14.9
2022,Bahia,UF,Urbana,Municipal,78.8,4.5,16.7
2022,Bahia,UF,Rural,Municipal,82.6,3.4,14.0
2022,Bahia,UF,Total,Privada,96.2,2.8,1.0
2022,Bahia,UF,Urbana,Privada,96.5,2.8,0.7
2022,Bahia,UF,Rural,Privada,91.7,3.2,5.1
2022,Bahia,UF,Total,Pública,70.8,16.3,12.9
2022,Bahia,UF,Urbana,Pública,70.4,16.8,12.8
2022,Bahia,UF,Rural,Pública,75.4,10.5,14.1
2022,Minas Gerais,UF,Total,Total,85.8,7.4,6.8
2022,Minas Gerais,UF,Urbana,Total,85.6,7.5,6.9
2022,Minas Gerais,UF,Rural,Total,90.9,4.4,4.7
2022,Minas Gerais,UF,Total,Federal,90.9,8.4,0.7
2022,Minas Gerais,UF,Urbana,Federal,90.5,8.7,0.8
2022,Minas Gerais,UF,Rural,Federal,92.0,7.3,0.7
2022,Minas Gerais,UF,Total,Estadual,84.2,8.0,7.8
2022,Minas Gerais,UF,Urbana,Estadual,84.1,8.1,7.8
2022,Minas Gerais,UF,Rural,Estadual,90.4,3.0,6.6
2022,Minas Gerais,UF,Total,Municipal,91.3,6.1,2.6
2022,Minas Gerais,UF,Urbana,Municipal,91.4,6.1,2.5
2022,Minas Gerais,UF,Rural,Municipal,89.8,6.4,3.8
2022,Minas Gerais,UF,Total,Privada,95.5,2.9,1.6
2022,Minas Gerais,UF,Urbana,Privada,95.6,2.9,1.5
2022,Minas Gerais,UF,Rural,Privada,90.8,4.3,4.9
2022,Minas Gerais,UF,Total,Pública,84.5,8.0,7.5
2022,Minas Gerais,UF,Urbana,Pública,84.3,8.1,7.6
2022,Minas Gerais,UF,Rural,Pública,90.9,4.4,4.7
2022,Espírito Santo,UF,Total,Total,92.1,6.1,1.8
2022,Espírito Santo,UF,Urbana,Total,92.0,6.2,1.8
2022,Espírito Santo,UF,Rural,Total,94.2,4.4,1.4
2022,Espírito Santo,UF,Total,Federal,90.9,7.1,2.0
2022,Espírito Santo,UF,Urbana,Federal,90.3,7.5,2.2
2022,Espírito Santo,UF,Rural,Federal,93.2,5.7,1.1
2022,Espírito Santo,UF,Total,Estadual,91.4,6.6,2.0
2022,Espírito Santo,UF,Urbana,Estadual,91.3,6.7,2.0
2022,Espírito Santo,UF,Rural,Estadual,94.9,3.6,1.5
2022,Espírito Santo,UF,Total,Municipal,,,
2022,Espírito Santo,UF,Urbana,Municipal,,,
2022,Espírito Santo,UF,Rural,Municipal,,,
2022,Espírito Santo,UF,Total,Privada,97.5,2.2,0.3
2022,Espírito Santo,UF,Urbana,Privada,97.8,2.1,0.1
2022,Espírito Santo,UF,Rural,Privada,94.4,3.8,1.8
2022,Espírito Santo,UF,Total,Pública,91.4,6.7,1.9
2022,Espírito Santo,UF,Urbana,Pública,91.2,6.8,2.0
2022,Espírito Santo,UF,Rural,Pública,94.1,4.5,1.4
2022,Rio de Janeiro,UF,Total,Total,83.0,11.7,5.3
2022,Rio de Janeiro,UF,Urbana,Total,82.9,11.8,5.3
2022,Rio de Janeiro,UF,Rural,Total,87.7,8.5,3.8
2022,Rio de Janeiro,UF,Total,Federal,84.1,13.0,2.9
2022,Rio de Janeiro,UF,Urbana,Federal,84.4,12.9,2.7
2022,Rio de Janeiro,UF,Rural,Federal,73.7,16.6,9.7
2022,Rio de Janeiro,UF,Total,Estadual,79.9,13.6,6.5
2022,Rio de Janeiro,UF,Urbana,Estadual,79.6,13.8,6.6
2022,Rio de Janeiro,UF,Rural,Estadual,87.9,8.4,3.7
2022,Rio de Janeiro,UF,Total,Municipal,83.4,7.8,8.8
2022,Rio de Janeiro,UF,Urbana,Municipal,83.4,7.8,8.8
2022,Rio de Janeiro,UF,Rural,Municipal,,,
2022,Rio de Janeiro,UF,Total,Privada,94.5,4.3,1.2
2022,Rio de Janeiro,UF,Urbana,Privada,94.5,4.3,1.2
2022,Rio de Janeiro,UF,Rural,Privada,97.0,2.9,0.1
2022,Rio de Janeiro,UF,Total,Pública,80.1,13.6,6.3
2022,Rio de Janeiro,UF,Urbana,Pública,79.8,13.7,6.5
2022,Rio de Janeiro,UF,Rural,Pública,87.3,8.7,4.0
2022,São Paulo,UF,Total,Total,91.4,5.3,3.3
2022,São Paulo,UF,Urbana,Total,91.3,5.4,3.3
2022,São Paulo,UF,Rural,Total,95.9,2.2,1.9
2022,São Paulo,UF,Total,Federal,95.8,3.9,0.3
2022,São Paulo,UF,Urbana,Federal,95.8,3.9,0.3
2022,São Paulo,UF,Total,Estadual,90.0,6.0,4.0
2022,São Paulo,UF,Urbana,Estadual,89.9,6.1,4.0
2022,São Paulo,UF,Rural,Estadual,95.8,2.2,2.0
2022,São Paulo,UF,Total,Municipal,95.1,4.0,0.9
2022,São Paulo,UF,Urbana,Municipal,95.1,4.0,0.9
2022,São Paulo,UF,Rural,Municipal,97.3,2.2,0.5
2022,São Paulo,UF,Total,Privada,98.3,1.6,0.1
2022,São Paulo,UF,Urbana,Privada,98.3,1.6,0.1
2022,São Paulo,UF,Rural,Privada,97.0,2.9,0.1
2022,São Paulo,UF,Total,Pública,90.2,6.0,3.8
2022,São Paulo,UF,Urbana,Pública,90.1,6.0,3.9
2022,São Paulo,UF,Rural,Pública,95.8,2.2,2.0
2022,Paraná,UF,Total,Total,89.6,6.8,3.6
2022,Paraná,UF,Urbana,Total,89.5,6.8,3.7
2022,Paraná,UF,Rural,Total,91.8,5.2,3.0
2022,Paraná,UF,Total,Federal,90.1,8.0,1.9
2022,Paraná,UF,Urbana,Federal,90.1,8.1,1.8
2022,Paraná,UF,Rural,Federal,90.0,5.6,4.4
2022,Paraná,UF,Total,Estadual,88.3,7.5,4.2
2022,Paraná,UF,Urbana,Estadual,88.1,7.6,4.3
2022,Paraná,UF,Rural,Estadual,91.8,5.2,3.0
2022,Paraná,UF,Total,Municipal,100.0,0.0,0.0
2022,Paraná,UF,Urbana,Municipal,100.0,0.0,0.0
2022,Paraná,UF,Rural,Municipal,,,
2022,Paraná,UF,Total,Privada,97.8,2.1,0.1
2022,Paraná,UF,Urbana,Privada,97.8,2.1,0.1
2022,Paraná,UF,Rural,Privada,96.1,3.7,0.2
2022,Paraná,UF,Total,Pública,88.3,7.5,4.2
2022,Paraná,UF,Urbana,Pública,88.2,7.6,4.2
2022,Paraná,UF,Rural,Pública,91.7,5.2,3.1
2022,Santa Catarina,UF,Total,Total,83.2,11.8,5.0
2022,Santa Catarina,UF,Urbana,Total,83.0,12.0,5.0
2022,Santa Catarina,UF,Rural,Total,90.3,7.2,2.5
2022,Santa Catarina,UF,Total,Federal,88.3,9.2,2.5
2022,Santa Catarina,UF,Urbana,Federal,88.0,9.5,2.5
2022,Santa Catarina,UF,Rural,Federal,92.9,4.8,2.3
2022,Santa Catarina,UF,Total,Estadual,80.6,13.5,5.9
2022,Santa Catarina,UF,Urbana,Estadual,80.4,13.6,6.0
2022,Santa Catarina,UF,Rural,Estadual,89.5,7.8,2.7
2022,Santa Catarina,UF,Total,Municipal,93.7,3.8,2.5
2022,Santa Catarina,UF,Urbana,Municipal,94.3,5.7,0.0
2022,Santa Catarina,UF,Rural,Municipal,92.5,0.0,7.5
2022,Santa Catarina,UF,Total,Privada,97.3,2.5,0.2
2022,Santa Catarina,UF,Urbana,Privada,97.3,2.4,0.3
2022,Santa Catarina,UF,Rural,Privada,93.5,6.3,0.2
2022,Santa Catarina,UF,Total,Pública,81.0,13.3,5.7
2022,Santa Catarina,UF,Urbana,Pública,80.8,13.4,5.8
2022,Santa Catarina,UF,Rural,Pública,90.0,7.3,2.7
2022,Rio Grande do Sul,UF,Total,Total,82.2,8.3,9.5
2022,Rio Grande do Sul,UF,Urbana,Total,82.2,8.2,9.6
2022,Rio Grande do Sul,UF,Rural,Total,81.5,10.4,8.1
2022,Rio Grande do Sul,UF,Total,Federal,83.5,11.9,4.6
2022,Rio Grande do Sul,UF,Urbana,Federal,83.7,11.4,4.9
2022,Rio Grande do Sul,UF,Rural,Federal,83.0,13.8,3.2
2022,Rio Grande do Sul,UF,Total,Estadual,80.1,8.9,11.0
2022,Rio Grande do Sul,UF,Urbana,Estadual,80.0,8.8,11.2
2022,Rio Grande do Sul,UF,Rural,Estadual,80.1,9.9,10.0
2022,Rio Grande do Sul,UF,Total,Municipal,79.2,8.2,12.6
2022,Rio Grande do Sul,UF,Urbana,Municipal,78.4,8.6,13.0
2022,Rio Grande do Sul,UF,Rural,Municipal,84.8,5.6,9.6
2022,Rio Grande do Sul,UF,Total,Privada,96.4,2.9,0.7
2022,Rio Grande do Sul,UF,Urbana,Privada,96.4,2.9,0.7
2022,Rio Grande do Sul,UF,Rural,Privada,96.2,1.1,2.7
2022,Rio Grande do Sul,UF,Total,Pública,80.2,9.0,10.8
2022,Rio Grande do Sul,UF,Urbana,Pública,80.2,8.9,10.9
2022,Rio Grande do Sul,UF,Rural,Pública,80.9,10.8,8.3
2022,Mato Grosso do Sul,UF,Total,Total,84.2,11.1,4.7
2022,Mato Grosso do Sul,UF,Urbana,Total,84.5,11.0,4.5
2022,Mato Grosso do Sul,UF,Rural,Total,81.4,12.9,5.7
2022,Mato Grosso do Sul,UF,Total,Federal,88.7,7.6,3.7
2022,Mato Grosso do Sul,UF,Urbana,Federal,87.6,8.3,4.1
2022,Mato Grosso do Sul,UF,Rural,Federal,93.8,4.3,1.9
2022,Mato Grosso do Sul,UF,Total,Estadual,82.5,12.4,5.1
2022,Mato Grosso do Sul,UF,Urbana,Estadual,82.8,12.2,5.0
2022,Mato Grosso do Sul,UF,Rural,Estadual,78.3,15.0,6.7
2022,Mato Grosso do Sul,UF,Total,Municipal,97.1,2.9,0.0
2022,Mato Grosso do Sul,UF,Urbana,Municipal,,,
2022,Mato Grosso do Sul,UF,Rural,Municipal,97.1,2.9,0.0
2022,Mato Grosso do Sul,UF,Total,Privada,96.8,2.5,0.7
2022,Mato Grosso do Sul,UF,Urbana,Privada,96.8,2.5,0.7
2022,Mato Grosso do Sul,UF,Rural,Privada,97.0,1.8,1.2
2022,Mato Grosso do Sul,UF,Total,Pública,82.8,12.1,5.1
2022,Mato Grosso do Sul,UF,Urbana,Pública,83.0,12.0,5.0
2022,Mato Grosso do Sul,UF,Rural,Pública,80.6,13.4,6.0
2022,Mato Grosso,UF,Total,Total,73.4,16.9,9.7
2022,Mato Grosso,UF,Urbana,Total,72.8,17.3,9.9
2022,Mato Grosso,UF,Rural,Total,78.2,14.3,7.5
2022,Mato Grosso,UF,Total,Federal,91.6,7.2,1.2
2022,Mato Grosso,UF,Urbana,Federal,92.1,6.5,1.4
2022,Mato Grosso,UF,Rural,Federal,89.7,9.4,0.9
2022,Mato Grosso,UF,Total,Estadual,70.0,19.0,11.0
2022,Mato Grosso,UF,Urbana,Estadual,69.1,19.5,11.4
2022,Mato Grosso,UF,Rural,Estadual,76.8,14.9,8.3
2022,Mato Grosso,UF,Total,Municipal,,,
2022,Mato Grosso,UF,Urbana,Municipal,,,
2022,Mato Grosso,UF,Rural,Municipal,,,
2022,Mato Grosso,UF,Total,Privada,97.1,1.8,1.1
2022,Mato Grosso,UF,Urbana,Privada,97.1,1.8,1.1
2022,Mato Grosso,UF,Rural,Privada,100.0,0.0,0.0
2022,Mato Grosso,UF,Total,Pública,71.2,18.3,10.5
2022,Mato Grosso,UF,Urbana,Pública,70.2,18.9,10.9
2022,Mato Grosso,UF,Rural,Pública,78.1,14.4,7.5
2022,Goiás,UF,Total,Total,95.5,2.9,1.6
2022,Goiás,UF,Urbana,Total,95.5,2.9,1.6
2022,Goiás,UF,Rural,Total,95.8,2.9,1.3
2022,Goiás,UF,Total,Federal,86.1,12.3,1.6
2022,Goiás,UF,Urbana,Federal,85.4,13.2,1.4
2022,Goiás,UF,Rural,Federal,88.6,9.3,2.1
2022,Goiás,UF,Total,Estadual,95.5,2.7,1.8
2022,Goiás,UF,Urbana,Estadual,95.5,2.7,1.8
2022,Goiás,UF,Rural,Estadual,98.0,0.7,1.3
2022,Goiás,UF,Total,Municipal,93.8,4.0,2.2
2022,Goiás,UF,Urbana,Municipal,93.0,4.3,2.7
2022,Goiás,UF,Rural,Municipal,98.5,1.5,0.0
2022,Goiás,UF,Total,Privada,97.6,2.0,0.4
2022,Goiás,UF,Urbana,Privada,97.6,2.0,0.4
2022,Goiás,UF,Rural,Privada,99.2,0.8,0.0
2022,Goiás,UF,Total,Pública,95.2,3.0,1.8
2022,Goiás,UF,Urbana,Pública,95.2,3.0,1.8
2022,Goiás,UF,Rural,Pública,95.3,3.2,1.5
2022,Distrito Federal,UF,Total,Total,88.2,8.2,3.6
2022,Distrito Federal,UF,Urbana,Total,88.2,8.2,3.6
2022,Distrito Federal,UF,Rural,Total,87.7,9.0,3.3
2022,Distrito Federal,UF,Total,Federal,88.2,8.4,3.4
2022,Distrito Federal,UF,Urbana,Federal,89.9,7.5,2.6
2022,Distrito Federal,UF,Rural,Federal,78.1,13.8,8.1
2022,Distrito Federal,UF,Total,Estadual,85.4,9.9,4.7
2022,Distrito Federal,UF,Urbana,Estadual,85.4,9.9,4.7
2022,Distrito Federal,UF,Rural,Estadual,88.0,9.3,2.7
2022,Distrito Federal,UF,Total,Privada,96.9,2.6,0.5
2022,Distrito Federal,UF,Urbana,Privada,96.9,2.6,0.5
2022,Distrito Federal,UF,Rural,Privada,99.2,0.8,0.0
2022,Distrito Federal,UF,Total,Pública,85.6,9.8,4.6
2022,Distrito Federal,UF,Urbana,Pública,85.5,9.8,4.7
2022,Distrito Federal,UF,Rural,Pública,86.0,10.2,3.8
2023,Brasil,Brasil,Total,Total,91.3,5.3,3.4
2023,Brasil,Brasil,Urbana,Total,91.3,5.4,3.3
2023,Brasil,Brasil,Rural,Total,92.5,3.9,3.6
2023,Brasil,Brasil,Total,Federal,90.3,8.3,1.4
2023,Brasil,Brasil,Urbana,Federal,90.1,8.4,1.5
2023,Brasil,Brasil,Rural,Federal,91.3,7.7,1.0
2023,Brasil,Brasil,Total,Estadual,90.5,5.7,3.8
2023,Brasil,Brasil,Urbana,Estadual,90.4,5.8,3.8
2023,Brasil,Brasil,Rural,Estadual,92.6,3.6,3.8
2023,Brasil,Brasil,Total,Municipal,93.7,4.2,2.1
2023,Brasil,Brasil,Urbana,Municipal,93.6,4.4,2.0
2023,Brasil,Brasil,Rural,Municipal,94.8,2.4,2.8
2023,Brasil,Brasil,Total,Privada,97.1,2.3,0.6
2023,Brasil,Brasil,Urbana,Privada,97.2,2.3,0.5
2023,Brasil,Brasil,Rural,Privada,93.7,3.2,3.1
2023,Brasil,Brasil,Total,Pública,90.5,5.7,3.8
2023,Brasil,Brasil,Urbana,Pública,90.4,5.9,3.7
2023,Brasil,Brasil,Rural,Pública,92.5,3.9,3.6
2023,Norte,Regiao,Total,Total,93.9,3.7,2.4
2023,Norte,Regiao,Urbana,Total,94.1,3.9,2.0
2023,Norte,Regiao,Rural,Total,92.7,2.9,4.4
2023,Norte,Regiao,Total,Federal,92.5,6.5,1.0
2023,Norte,Regiao,Urbana,Federal,92.3,6.7,1.0
2023,Norte,Regiao,Rural,Federal,93.7,5.4,0.9
2023,Norte,Regiao,Total,Estadual,93.6,3.7,2.7
2023,Norte,Regiao,Urbana,Estadual,93.8,3.9,2.3
2023,Norte,Regiao,Rural,Estadual,92.8,2.8,4.4
2023,Norte,Regiao,Total,Municipal,100.0,0.0,0.0
2023,Norte,Regiao,Urbana,Municipal,100.0,0.0,0.0
2023,Norte,Regiao,Rural,Municipal,,,
2023,Norte,Regiao,Total,Privada,97.3,2.0,0.7
2023,Norte,Regiao,Urbana,Privada,97.7,1.9,0.4
2023,Norte,Regiao,Rural,Privada,88.9,3.5,7.6
2023,Norte,Regiao,Total,Pública,93.6,3.8,2.6
2023,Norte,Regiao,Urbana,Pública,93.8,4.0,2.2
2023,Norte,Regiao,Rural,Pública,92.8,2.9,4.3
2023,Nordeste,Regiao,Total,Total,92.5,4.1,3.4
2023,Nordeste,Regiao,Urbana,Total,92.5,4.1,3.4
2023,Nordeste,Regiao,Rural,Total,92.2,3.8,4.0
2023,Nordeste,Regiao,Total,Federal,88.9,9.5,1.6
2023,Nordeste,Regiao,Urbana,Federal,88.7,9.7,1.6
2023,Nordeste,Regiao,Rural,Federal,90.3,8.5,1.2
2023,Nordeste,Regiao,Total,Estadual,92.1,4.1,3.8
2023,Nordeste,Regiao,Urbana,Estadual,92.1,4.1,3.8
2023,Nordeste,Regiao,Rural,Estadual,92.4,3.5,4.1
2023,Nordeste,Regiao,Total,Municipal,93.4,2.3,4.3
2023,Nordeste,Regiao,Urbana,Municipal,89.7,3.3,7.0
2023,Nordeste,Regiao,Rural,Municipal,95.5,1.7,2.8
2023,Nordeste,Regiao,Total,Privada,97.1,2.3,0.6
2023,Nordeste,Regiao,Urbana,Privada,97.2,2.2,0.6
2023,Nordeste,Regiao,Rural,Privada,91.0,4.1,4.9
2023,Nordeste,Regiao,Total,Pública,92.0,4.3,3.7
2023,Nordeste,Regiao,Urbana,Pública,91.9,4.3,3.8
2023,Nordeste,Regiao,Rural,Pública,92.3,3.8,3.9
2023,Sudeste,Regiao,Total,Total,90.6,5.9,3.5
2023,Sudeste,Regiao,Urbana,Total,90.5,6.0,3.5
2023,Sudeste,Regiao,Rural,Total,93.2,4.6,2.2
2023,Sudeste,Regiao,Total,Federal,91.0,7.9,1.1
2023,Sudeste,Regiao,Urbana,Federal,91.0,7.9,1.1
2023,Sudeste,Regiao,Rural,Federal,91.3,8.1,0.6
2023,Sudeste,Regiao,Total,Estadual,89.3,6.6,4.1
2023,Sudeste,Regiao,Urbana,Estadual,89.2,6.6,4.2
2023,Sudeste,Regiao,Rural,Estadual,93.2,4.2,2.6
2023,Sudeste,Regiao,Total,Municipal,95.4,3.4,1.2
2023,Sudeste,Regiao,Urbana,Municipal,95.4,3.5,1.1
2023,Sudeste,Regiao,Rural,Municipal,95.4,2.2,2.4
2023,Sudeste,Regiao,Total,Privada,97.3,2.4,0.3
2023,Sudeste,Regiao,Urbana,Privada,97.3,2.3,0.4
2023,Sudeste,Regiao,Rural,Privada,96.3,2.5,1.2
2023,Sudeste,Regiao,Total,Pública,89.4,6.6,4.0
2023,Sudeste,Regiao,Urbana,Pública,89.3,6.6,4.1
2023,Sudeste,Regiao,Rural,Pública,93.0,4.7,2.3
2023,Sul,Regiao,Total,Total,88.4,7.6,4.0
2023,Sul,Regiao,Urbana,Total,88.2,7.7,4.1
2023,Sul,Regiao,Rural,Total,91.2,5.6,3.2
2023,Sul,Regiao,Total,Federal,90.1,8.3,1.6
2023,Sul,Regiao,Urbana,Federal,89.9,8.5,1.6
2023,Sul,Regiao,Rural,Federal,91.7,7.1,1.2
2023,Sul,Regiao,Total,Estadual,86.9,8.4,4.7
2023,Sul,Regiao,Urbana,Estadual,86.8,8.5,4.7
2023,Sul,Regiao,Rural,Estadual,90.9,5.5,3.6
2023,Sul,Regiao,Total,Municipal,78.8,14.7,6.5
2023,Sul,Regiao,Urbana,Municipal,76.9,16.2,6.9
2023,Sul,Regiao,Rural,Municipal,89.7,6.0,4.3
2023,Sul,Regiao,Total,Privada,96.7,2.5,0.8
2023,Sul,Regiao,Urbana,Privada,96.7,2.5,0.8
2023,Sul,Regiao,Rural,Privada,96.5,3.1,0.4
2023,Sul,Regiao,Total,Pública,87.0,8.4,4.6
2023,Sul,Regiao,Urbana,Pública,86.8,8.6,4.6
2023,Sul,Regiao,Rural,Pública,91.0,5.7,3.3
2023,Centro-Oeste,Regiao,Total,Total,93.5,4.4,2.1
2023,Centro-Oeste,Regiao,Urbana,Total,93.5,4.4,2.1
2023,Centro-Oeste,Regiao,Rural,Total,93.4,4.8,1.8
2023,Centro-Oeste,Regiao,Total,Federal,90.9,7.0,2.1
2023,Centro-Oeste,Regiao,Urbana,Federal,90.9,6.9,2.2
2023,Centro-Oeste,Regiao,Rural,Federal,91.2,7.6,1.2
2023,Centro-Oeste,Regiao,Total,Estadual,93.1,4.6,2.3
2023,Centro-Oeste,Regiao,Urbana,Estadual,93.1,4.7,2.2
2023,Centro-Oeste,Regiao,Rural,Estadual,93.5,4.3,2.2
2023,Centro-Oeste,Regiao,Total,Municipal,92.8,5.6,1.6
2023,Centro-Oeste,Regiao,Urbana,Municipal,93.4,4.3,2.3
2023,Centro-Oeste,Regiao,Rural,Municipal,91.0,9.0,0.0
2023,Centro-Oeste,Regiao,Total,Privada,96.6,2.3,1.1
2023,Centro-Oeste,Regiao,Urbana,Privada,96.6,2.3,1.1
2023,Centro-Oeste,Regiao,Rural,Privada,98.2,1.6,0.2
2023,Centro-Oeste,Regiao,Total,Pública,93.0,4.8,2.2
2023,Centro-Oeste,Regiao,Urbana,Pública,93.0,4.8,2.2
2023,Centro-Oeste,Regiao,Rural,Pública,93.1,4.9,2.0
2023,Rondônia,UF,Total,Total,91.0,5.1,3.9
2023,Rondônia,UF,Urbana,Total,91.0,5.1,3.9
2023,Rondônia,UF,Rural,Total,91.1,3.8,5.1
2023,Rondônia,UF,Total,Federal,94.8,5.0,0.2
2023,Rondônia,UF,Urbana,Federal,94.5,5.3,0.2
2023,Rondônia,UF,Rural,Federal,95.7,4.0,0.3
2023,Rondônia,UF,Total,Estadual,90.4,5.1,4.5
2023,Rondônia,UF,Urbana,Estadual,90.5,5.2,4.3
2023,Rondônia,UF,Rural,Estadual,87.8,3.5,8.7
2023,Rondônia,UF,Total,Municipal,,,
2023,Rondônia,UF,Urbana,Municipal,,,
2023,Rondônia,UF,Rural,Municipal,,,
2023,Rondônia,UF,Total,Privada,95.1,4.4,0.5
2023,Rondônia,UF,Urbana,Privada,95.4,4.4,0.2
2023,Rondônia,UF,Rural,Privada,93.7,4.1,2.2
2023,Rondônia,UF,Total,Pública,90.7,5.1,4.2
2023,Rondônia,UF,Urbana,Pública,90.7,5.2,4.1
2023,Rondônia,UF,Rural,Pública,90.4,3.7,5.9
2023,Acre,UF,Total,Total,87.7,6.2,6.1
2023,Acre,UF,Urbana,Total,89.3,7.4,3.3
2023,Acre,UF,Rural,Total,83.2,2.6,14.2
2023,Acre,UF,Total,Federal,94.3,4.3,1.4
2023,Acre,UF,Urbana,Federal,93.2,5.1,1.7
2023,Acre,UF,Rural,Federal,98.1,1.5,0.4
2023,Acre,UF,Total,Estadual,86.8,6.6,6.6
2023,Acre,UF,Urbana,Estadual,88.4,8.0,3.6
2023,Acre,UF,Rural,Estadual,82.5,2.6,14.9
2023,Acre,UF,Total,Municipal,,,
2023,Acre,UF,Urbana,Municipal,,,
